"subject_id","seed","mean_numerosity","appearance","first_estimate_raw","second_estimate_raw","geometric_mean_raw","first_error_raw","second_error_raw","geom_mean_error_raw","estimate_difference_raw","mean_individual_error_raw","woic_magnitude_raw","c_mean_numerosity"
"85939",17,63.625,"samePos_sameObj",50,64,56.5685424949238,13.625,0.375,7.05645750507622,14,7,-0.0564575050762244,-35.71875
"85939",18,135,"samePos_sameObj",85,101,92.6552750791881,50,34,42.3447249208119,16,42,-0.344724920811927,35.65625
"85939",19,106.625,"samePos_sameObj",100,85,92.1954445729289,6.625,21.625,14.4295554270711,15,14.125,-0.304555427071094,7.28125
"85939",20,77.625,"samePos_diffObj",98,85,91.2688336728371,20.375,7.375,13.6438336728371,13,13.875,0.231166327162896,-21.71875
"85939",21,49.625,"samePos_sameObj",70,66,67.9705818718657,20.375,16.375,18.3455818718657,4,18.375,0.0294181281342532,-49.71875
"85939",22,106.625,"diffPos_diffObj",120,110,114.891252930761,13.375,3.375,8.26625293076059,10,8.375,0.108747069239413,7.28125
"85939",23,92,"diffPos_diffObj",115,104,109.361784915939,23,12,17.3617849159386,11,17.5,0.138215084061429,-7.34375
"85939",24,77.625,"diffPos_diffObj",105,96,100.399203184089,27.375,18.375,22.774203184089,9,22.875,0.100796815910996,-21.71875
"85939",25,120.625,"samePos_diffObj",130,116,122.80065146407,9.375,4.625,2.17565146406999,14,7,4.82434853593001,21.28125
"85939",26,149.625,"diffPos_sameObj",145,124,134.089522334894,4.625,25.625,15.5354776651062,21,15.125,-0.410477665106185,50.28125
"85939",27,120.625,"diffPos_diffObj",125,116,120.415945787923,4.375,4.625,0.209054212077035,9,4.5,4.29094578792296,21.28125
